,"Numberrange","TestNumber","Currency","maxdailyminutes","WeeklyRate","DailyRate","MonthlyRate"
,"Honduras CT3","50498116326","USD","3000","0.05000","0.00000","0.06500"
,"Honduras CT4","50498577544","USD","3000","0.05000","0.00000","0.06500"
,"Honduras CT5","50495573663","USD","3000","0.05000","0.00000","0.06500"
,"Honduras CT6","50498559168","USD","3000","0.05000","0.00000","0.06500"
,"Honduras CT7","50496044506","USD","3000","0.05000","0.00000","0.06500"
,"Honduras CT8","50496866329","USD","3000","0.05000","0.00000","0.06500"
,"Honduras LT1","5042203976","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT10","50498814936","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT11","50499149832","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT2","50424370952","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT3","50425390862","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT4","50426476957","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT5","50427919810","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT6","50494535962","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT7","50495373959","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT8","50496715982","USD","3000","0.06000","0.00000","0.06500"
,"Honduras LT9","50497148993","USD","3000","0.06000","0.00000","0.06500"
,"Honduras P3","50497561001","EURO","3000","0.03000","0.00000","0.03500"
,"Iran AV1","989011410131","USD","3000","0.04500","0.00000","0.05000"
,"Iran AV2","989110709436","USD","3000","0.04500","0.00000","0.05000"
,"Iran AV3","989127410038","USD","3000","0.04500","0.00000","0.05000"
,"Iran AV4","989908048931","USD","3000","0.04500","0.00000","0.05000"
,"Iran AV5","989363933732","USD","3000","0.04500","0.00000","0.05000"
,"Iran LT1","989393084993","USD","3000","0.06000","0.00000","0.06500"
,"Iraq CT1","9647734548560","USD","3000","0.07000","0.00000","0.09000"
,"Iraq CT2","9647709424870","USD","3000","0.07000","0.00000","0.09000"
,"Iraq CT3","9647701137294","USD","3000","0.07000","0.00000","0.09000"
,"Iraq CT4","9647720367076","USD","3000","0.07000","0.00000","0.09000"
,"Iraq LT2","9647503355829","USD","3000","0.07000","0.00000","0.08500"
,"Iraq LT3","9647701171958","USD","3000","0.07000","0.00000","0.08500"
,"Iraq LT4","9647818593753","USD","3000","0.07000","0.00000","0.08500"
,"Italy LT1","39319431661","USD","3000","0.07000","0.00000","0.09000"
,"Italy P1","393199054116","EURO","3000","0.05000","0.00000","0.06500"
,"Ivory Coast AV10","22501095645","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV11","22586304205","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV2","22578012403","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV3","22587734801","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV4","22589267805","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV5","22505662833","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV6","22501420239","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV7","22504025731","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV8","22579411721","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast AV9","22557760318","USD","3000","0.13000","0.00000","0.15000"
,"Ivory Coast P4","22521782083","EURO","3000","0.10000","0.00000","0.12000"
,"Ivory Coast P5","22522782340","EURO","3000","0.10000","0.00000","0.12500"
,"Ivory LT1","22501355937","USD","3000","0.14000","0.00000","0.16000"
,"Ivory LT2","22505954868","USD","3000","0.14000","0.00000","0.16000"
,"Ivory LT3","22578664794","USD","3000","0.14000","0.00000","0.16000"
,"Ivory LT4","22587811972","USD","3000","0.14000","0.00000","0.16000"
,"Jamaica AV1","18763291601","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV10","18768511400","USD","6000","0.05000","0.00000","0.06000"
,"Jamaica AV11","18763363909","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV12","18763464564","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV13","18762642815","USD","8000","0.05000","0.00000","0.06000"
,"Jamaica AV14","18762427821","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV15","18762642251","USD","8000","0.05000","0.00000","0.06000"
,"Jamaica AV16","18762427248","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV17","18763422636","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV18","18764934135","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV19","18767830729","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV2","18769955405","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV20","18768686711","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV21","18765130705","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV22","18768059316","USD","7000","0.05000","0.00000","0.06000"
,"Jamaica AV23","18768397809","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV24","18765439226","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV25","18763802503","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV26","18763422730","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV3","18765329706","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV4","18767795506","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV5","18765565000","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV6","18769955410","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV7","18765329710","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV8","18767795510","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica AV9","18765565010","USD","3000","0.05000","0.00000","0.06000"
,"Jamaica FT1","18762745820","USD","3000","0.05000","0.00000","0.06500"
,"Jamaica LT1","18762884983","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT2","18763428987","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT3","18764635953","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT4","18765042977","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT5","18766199896","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT6","18767074969","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT7","18768050982","USD","3000","0.07000","0.00000","0.07500"
,"Jamaica LT8","18769998847","USD","3000","0.07000","0.00000","0.07500"
,"Jordan CT1","962798920232","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT10","962781587426","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT100","962770541045","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT101","962779093988","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT102","962795631994","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT103","962799464170","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT105","962787149477","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT106","962787029794","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT107","962786503660","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT108","962777924929","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT109","962772379851","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT11","96206533645","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT110","962777282283","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT111","962796136850","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT112","962795618681","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT113","962776443864","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT114","962777624999","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT117","962781732706","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT118","962781936160","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT119","962782329891","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT12","962797701031","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT120","962782465099","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT122","962782999170","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT126","962776440638","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT127","962776442946","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT128","962776449767","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT129","962776829887","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT13","962797394561","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT138","962796217215","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT14","962797303524","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT143","962789449461","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT144","962799492127","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT15","962790528383","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT17","962778040847","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT19","962790516255","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT2","962786877251","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT20","962790516982","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT21","962790513322","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT22","962790511624","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT27","962797701359","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT3","962791540281","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT30","962790509983","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT31","962799666029","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT32","962798396900","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT33","962798574523","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT34","962798157697","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT35","962798106167","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT36","962770450021","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT37","962776094009","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT38","962789827409","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT39","962790037211","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT40","962795160644","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT41","962799820147","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT42","962799017781","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT43","962786260124","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT48","962797600544","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT49","962777666616","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT5","962777879671","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT50","962777743257","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT51","962777773148","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT52","962777778208","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT53","962795000033","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT54","962777207779","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT55","962797784788","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT56","962796388208","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT57","962795764477","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT58","962795138743","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT60","962796323219","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT61","962796300984","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT62","962796333009","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT63","962796376788","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT64","962796223459","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT65","962796096072","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT66","962796456323","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT68","962796300992","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT69","962770520150","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT7","962830136977","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT71","962789080210","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT72","962787206100","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT73","962755875546","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT83","962789454458","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT84","962788233341","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT85","962795541237","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT86","962785367784","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT87","962782353456","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT88","962797873458","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT90","962777764453","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT92","962798025560","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT93","962798128902","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT94","962795754351","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT95","962787206760","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT96","962782568894","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT97","962779123772","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT98","962799551899","USD","3000","0.06000","0.00000","0.06500"
,"Jordan CT99","962781566665","USD","3000","0.06000","0.00000","0.06500"
,"Jordan LT1","962755510962","USD","3000","0.05000","0.00000","0.06500"
,"Jordan LT2","962770370827","USD","3000","0.05000","0.00000","0.06500"
,"Jordan LT3","962781689958","USD","3000","0.05000","0.00000","0.06500"
,"Jordan LT4","962790628990","USD","3000","0.05000","0.00000","0.06500"
,"Kazakhstan AV1","77603656167","USD","3000","0.07000","0.00000","0.09000"
,"Kazakhstan AV2","77603658951","USD","3000","0.07000","0.00000","0.09000"
,"Kazakhstan AV3","77603659894","USD","3000","0.07000","0.00000","0.09000"
,"Kazakhstan AV4","77112970539","USD","3000","0.10000","0.00000","0.12500"
,"Kazakhstan AV5","77113734037","USD","3000","0.10000","0.00000","0.12500"
,"Kazakhstan AV6","77133926539","USD","3000","0.10000","0.00000","0.12500"
,"Kazakhstan AV7","77162325634","USD","3000","0.10000","0.00000","0.12500"
,"Kazakhstan AV8","77283545034","USD","3000","0.10000","0.00000","0.12500"
,"Kazakhstan FT1","77010005750","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT10","77647995620","USD","3000","0.14000","0.00000","0.17000"
,"Kazakhstan FT11","77750020750","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT12","77750580100","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT13","77781060750","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT14","77783030100","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT15","77880000301","USD","3000","0.12000","0.00000","0.14000"
,"Kazakhstan FT16","77900151100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT17","77900152100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT18","77900153100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT19","77900154100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT2","77010145100","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT20","77900155100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT21","77900156100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT22","77900157100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT23","77900158100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT24","77900159100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT25","77905000030","USD","3000","0.17000","0.00000","0.19000"
,"Kazakhstan FT26","77905110790","USD","3000","0.14000","0.00000","0.17000"
,"Kazakhstan FT27","77905902100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT28","77905903100","USD","3000","0.14000","0.00000","0.17000"
,"Kazakhstan FT29","77905904100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT3","77020016750","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT30","77905905100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT31","77905906100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT32","77905907100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT33","77905909100","USD","3000","0.13000","0.00000","0.15000"
,"Kazakhstan FT34","77645993200","USD","3000","0.16000","0.00000","0.18500"
,"Kazakhstan FT35","77905110800","USD","3000","0.14000","0.00000","0.17000"
,"Kazakhstan FT4","77020730100","USD","3000","0.04500","0.00000","0.05000"
,"Kazakhstan FT5","77474728100","USD","3000","0.05000","0.00000","0.06000"
,"Kazakhstan FT6","77474729100","USD","3000","0.05000","0.00000","0.06000"
,"Kazakhstan FT7","77626431060","USD","3000","0.16000","0.00000","0.18500"
,"Kazakhstan FT8","77626999620","USD","3000","0.14000","0.00000","0.17000"
,"Kazakhstan FT9","77645993190","USD","3000","0.16000","0.00000","0.18500"
,"Kazakhstan P2","77908001001","EURO","3000","0.14000","0.00000","0.17000"
,"Kazakhstan P3","77908000208","EURO","3000","0.14000","0.00000","0.17000"
,"KFOR LT1","377412578868","USD","3000","0.16000","0.00000","0.18500"
,"KFOR LT2","37746142804","USD","3000","0.16000","0.00000","0.18500"
,"Kiribati AV1","68668657","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV10","68673061452","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV11","68689461461","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV12","68678099174","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV13","68673164505","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV14","68689618908","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV2","68644353","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV3","68682051","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV4","68690458","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV5","68693657","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV6","68625406","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV7","68698551416","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV8","68679865268","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati AV9","68613916743","USD","3000","0.20000","0.00000","0.23000"
,"Kiribati FT1","686379040","USD","3000","0.17000","0.00000","0.19000"
,"Kiribati FT2","68673007100","USD","3000","0.18000","0.00000","0.20000"
,"Kosovo FT1","38343000630","USD","3000","0.14000","0.00000","0.17000"
,"Kyrgystan AV1","996522846527","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgystan AV2","996522862949","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgystan AV3","996522882709","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgystan AV4","996312970687","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgystan AV5","996312975807","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgystan AV6","996312979331","USD","3000","0.19000","0.00000","0.22000"
,"Kyrgyzstan FT1","996312970720","USD","3000","0.30000","0.00000","0.35000"
,"Kyrgyzstan FT10","996655110810","USD","3000","0.14000","0.00000","0.17000"
,"Kyrgyzstan FT11","996522790800","USD","3000","0.30000","0.00000","0.35000"
,"Kyrgyzstan FT2","996504431150","USD","3000","0.14000","0.00000","0.16000"
,"Kyrgyzstan FT3","996505670700","USD","3000","0.09000","0.00000","0.10500"
,"Kyrgyzstan FT4","996509500710","USD","3000","0.11000","0.00000","0.13000"
,"Kyrgyzstan FT5","996520000430","USD","3000","0.32000","0.00000","0.37000"
,"Kyrgyzstan FT6","996522750270","USD","3000","0.30000","0.00000","0.35000"
,"Kyrgyzstan FT7","996522790790","USD","3000","0.30000","0.00000","0.35000"
,"Kyrgyzstan FT8","996565851260","USD","3000","0.14000","0.00000","0.17000"
,"Kyrgyzstan FT9","996569900140","USD","3000","0.14000","0.00000","0.17000"
,"Latvia FT1","37124321100","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT10","37190020760","USD","3000","0.16000","0.00000","0.18500"
,"Latvia FT11","37190305730","USD","3000","0.18000","0.00000","0.20000"
,"Latvia FT2","37125051110","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT3","37128511100","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT4","37162444640","USD","3000","0.03500","0.00000","0.04500"
,"Latvia FT5","37165222922","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT6","37165333922","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT7","37168222841","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT8","37178509871","USD","3000","0.17000","0.00000","0.19000"
,"Latvia FT9","37178904830","USD","3000","0.17000","0.00000","0.19000"
,"Latvia LT1","37121918985","USD","3000","0.13000","0.00000","0.15000"
,"Latvia LT2","37129268659","USD","3000","0.13000","0.00000","0.15000"
,"Latvia LT3","37190308991","USD","3000","0.13000","0.00000","0.15000"
,"Latvia P100","37178999126","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P101","37181809266","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P102","37178100365","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P103","37178113089","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P104","37178120126","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P105","37178130097","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P106","37178140325","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P107","37178150055","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P108","37178160026","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P109","37178170050","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P110","37178180044","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P111","37178190066","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P113","37180407166","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P119","37166282145","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P120","37166292144","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P121","37166302110","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P122","37166312055","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P123","37169000071","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P139","37163149094","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P140","37163149270","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P141","37163150091","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P142","37163150745","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P143","37163151100","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P144","37163151270","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P145","37163152032","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P146","37163153076","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P147","37163153250","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P148","37166129073","EURO","3000","0.04000","0.00000","0.05500"
,"Latvia P151","37122861240","EURO","3000","0.09000","0.00000","0.11000"
,"Latvia P152","37122866102","EURO","3000","0.09000","0.00000","0.11000"
,"Latvia P153","37181051134","EURO","3000","0.12000","0.00000","0.14000"
,"Latvia P154","37181051667","EURO","3000","0.12000","0.00000","0.14000"
,"Latvia P155","37178100449","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P156","37178110092","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P157","37178120545","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P158","37178130875","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P159","37178140775","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P166","37169000149","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P167","37166280028","EURO","3000","0.13000","0.00000","0.15000"
,"Latvia P168","37166435000","EURO","3000","0.23000","0.00000","0.26000"
,"Latvia P169","37166446008","EURO","3000","0.14000","0.00000","0.16000"
,"Latvia P170","37166699235","EURO","3000","0.14000","0.00000","0.16000"
,"Latvia P172","37190802253","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P173","37162781441","EURO","3000","0.06000","0.00000","0.07000"
,"Latvia P20","37120914042","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P36","37190009192","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P38","37181809003","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P72","37178720302","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P73","37178721142","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P74","37178722301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P75","37178723168","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P76","37178724301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P77","37178725301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P78","37178728301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P79","37178726301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P80","37178729301","EURO","3000","0.18000","0.00000","0.20000"
,"Latvia P81","37120950100","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P82","37120970075","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P83","37124080030","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P84","37124090143","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P85","37129080040","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P86","37129080252","EURO","3000","0.17000","0.00000","0.19000"
,"Latvia P87","37124150163","EURO","3000","0.15000","0.00000","0.18000"
,"Latvia P88","37124160123","EURO","3000","0.15000","0.00000","0.18000"
,"Latvia P89","37124170101","EURO","3000","0.15000","0.00000","0.18000"
,"Latvia P90","37124180140","EURO","3000","0.15000","0.00000","0.18000"
,"Latvia P91","37124190013","EURO","3000","0.15000","0.00000","0.18000"
,"Latvia P92","37120900103","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P93","37120990090","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P97","37178773060","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P98","37178778030","EURO","3000","0.19000","0.00000","0.22000"
,"Latvia P99","37178890070","EURO","3000","0.19000","0.00000","0.22000"
,"Lebanon AV1","96170839400","USD","3000","0.04000","0.00000","0.05000"
,"Lebanon AV2","96181588100","USD","3000","0.04000","0.00000","0.05000"
,"Lebanon LT1","96170120958","USD","3000","0.06000","0.00000","0.06500"
,"Lesotho LT2","26657877659","USD","3000","0.10000","0.00000","0.12000"
,"Lesotho LT3","26658512971","USD","3000","0.10000","0.00000","0.12000"
,"Lesotho LT4","26662018947","USD","3000","0.10000","0.00000","0.12000"
,"Liberia  ST1","23190642800","USD","3000","0.14000","0.00000","0.17000"
,"Liberia  ST2","23133028200","USD","3000","0.14000","0.00000","0.17000"
,"Liberia  ST3","231332393500","USD","3000","0.14000","0.00000","0.17000"
,"Liberia AV1","231770110882","USD","3000","0.13000","0.00000","0.15000"
,"Liberia AV2","23133042570","USD","3000","0.13000","0.00000","0.15000"
,"Liberia AV3","23128443419","USD","3000","0.13000","0.00000","0.15000"
,"Liberia AV4","2312715655","USD","3000","0.13000","0.00000","0.15500"
,"Liberia AV5","2312719352","USD","3000","0.13000","0.00000","0.15500"
,"Liberia CT1","23188659182","USD","3000","0.12000","0.00000","0.15000"
,"Liberia CT10","231778798889","USD","3000","0.12000","0.00000","0.15000"
,"Liberia CT8","23170816630","USD","3000","0.12000","0.00000","0.15000"
,"Liberia LT1","23128666981","USD","3000","0.14000","0.00000","0.17000"
,"Liberia LT10","231777847849","USD","3000","0.14000","0.00000","0.17000"
