,"Range Name","Did","Buying Rate","Selling Rate","Currency","Test Number","Minimum Call Duration","perclilimit","Max Daily Minutes","IVR","Routing"
,"Jordan CT54","962777268897","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT50","962777740003","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT24","213541792386","0.20000","0.15000","USD","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577470859","0.21000","0.15000","USD","0","","0","7000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT30","213554134562","0.20000","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland AT1","41742544160","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bolivia ET4","59171731769","0.07000","0.05000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Gabon AT10","2410341732","0.16000","0.09000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Monaco Mobile AV3","37744174440","0.13000","0.09000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar CT9","261340021471","0.24000","0.17000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT23","22396994952","0.16000","0.12000","USD","0","","0","3000","Punjabi_IVR.wav",""
,"Albania ET29","355697420457","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Macedonia ET1","38978221519","0.16000","0.12000","USD","0","","0","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT21","962790513322","0.08000","0.06000","USD","1","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT4","97477926772","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT51","22366997872","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar CT13","261341469172","0.24000","0.17000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265887310643","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT19","962790516252","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bolivia ET4","59171731595","0.07000","0.05000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Ascension AT1","247654406","0.28000","0.21000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea CT33","240922720039","0.19500","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Macedonia ET1","38978221280","0.16000","0.12000","USD","0","","0","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT82","22379255496","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT48","962797600544","0.08000","0.06000","USD","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia AV11","21658500233","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT31","22364263157","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477431021","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT15","97477435091","0.08000","0.06000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Macedonia ET1","38978220519","0.16000","0.12000","USD","0","","0","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Zimbabwe AV3","263771723649","0.14000","0.10000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477434855","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Eq Guinea T1","240214904555","0.24500","0.18000","USD","0","","0","100000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT43","212652304839","0.17500","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT28","22369829947","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477436690","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET3","382682312680","0.15000","0.11000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria ET28","213552928038","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT93","212648008888","0.17500","0.13000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799667788","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea T1","240900255026","0.24500","0.17000","USD","0","","0","20000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria ET29","213554407788","0.15000","0.11000","USD","0","","","3000","Punjabi_IVR.wav",""
,"Mali CT43","22363333167","0.16000","0.12000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Barbados AV6","12462530711","0.05500","0.04000","USD","0","","","3000","Punjabi_IVR.wav",""
,"Cuba AV24","5399986198","0.28500","0.18000","USD","0","","0","3000","Punjabi_IVR.wav",""
,"Qatar CT19","97430066750","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477435523","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso ET5","22677032914","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT54","962777234345","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria Mobile AV3","213698139867","0.12000","0.09000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Jordan CT37","962776094009","0.08000","0.06000","USD","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea CT16","240222292870","0.20000","0.15000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso AV2","22670200904","0.13500","0.10000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland AT1","41742650523","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT43","962786260129","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT19","22362721807","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT32","22366664666","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265888673339","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477439021","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Chad AV20","23560002212","0.19500","0.13000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477430133","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT33","962798577780","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT20","22363069358","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT20","962790516906","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland AT1","41742662716","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT43","212652304831","0.17500","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT26","212620690708","0.17500","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT45","212661080763","0.17500","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV6","17672255285","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT20","962790516414","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea T87","22478828077","0.22000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT20","962790516997","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Maldives ET9","9607932218","0.30000","0.22000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Belize CT11","5016244029","0.09500","0.06500","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT27","962797701350","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea AV4","22430444760","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477439023","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT31","22364263156","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso ET5","22677035907","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Haiti AT14","50932238214","0.11000","0.08000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT39","212689001797","0.17500","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT27","962797701352","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland AT1","41742994949","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso ET5","22677035618","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV4","17672654058","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET6","382662495679","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Liberia ET3","23150685086","0.15000","0.11000","USD","0","","0","10000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Jordan CT41","962799667789","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"St Vincent AV2","17844003624","0.05500","0.04000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali AV1","22374889011","0.07000","0.05000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria ET11","213558923095","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bolivia ET10","59179353981","0.07000","0.05000","USD","0","","","15000","Punjabi_IVR.wav",""
,"Botswana AT1","26776449936","0.12000","0.08000","USD","0","","0","20000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia AV23","21650003265","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT31","22364261146","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT34","22376389635","0.16000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia AV17","21658500592","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT33","97474784690","0.08000","0.06000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT4","97477926502","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT32","962798396901","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bosnia CT3","38763301306","0.14000","0.10000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET3","382682314978","0.15000","0.11000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea T3","240351090071","0.24500","0.17000","USD","0","","0","20000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT30","213554011310","0.20000","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Eritrea AV5","2917240337","0.10000","0.07000","USD","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar ET11","261327840758","0.20000","0.16000","USD","0","","","3000","Punjabi_IVR.wav",""
,"Jordan CT51","962777773202","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bosnia Mobile AV2","38763300132","0.10000","0.07000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Jordan CT51","962777773140","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT81","22379237768","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT31","22364268873","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar ET15","261324181146","0.20000","0.16000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Senegal AV1","221766607908","0.13000","0.09000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT89","22378700458","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799877794","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT15","97477435096","0.08000","0.06000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799812345","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT50","22367748989","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT22","962790511208","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco CT91","212650091141","0.17500","0.13000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT42","962799017789","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET3","382682315388","0.15000","0.11000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799875571","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia AV21","21651853002","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477436652","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea CT17","240222604116","0.20000","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Swaziland AT1","26878360091","0.07000","0.05000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT85","22375101498","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT30","213554166755","0.20000","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea AV4","22430444759","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea AV4","22430444758","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT54","97430125796","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Somalia ST1","25250200404","0.19000","0.14000","USD","0","","","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET4","382686039024","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Switzerland AT1","41742064120","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT56","22362459488","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT33","962798574529","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577477548","0.21000","0.15000","USD","0","","0","7000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799812347","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT32","962798396904","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265889608916","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT73","962755875546","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco AV1","212602760801","0.09000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Congo CT29","242800202523","0.23000","0.16000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Saudi Arabia CT9","966596631514","0.06000","0.04500","USD","0","","","3000","Punjabi_IVR.wav",""
,"Chad CT24","23592492141","0.21000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577475812","0.21000","0.15000","USD","0","","0","7000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477435525","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577474495","0.21000","0.15000","USD","0","","0","7000","Punjabi_IVR.wav",""
,"Qatar CT40","97477430126","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Monaco ET4","37744437622","0.18000","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT5","97477928849","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso ET5","22677038615","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT32","962798396903","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea AV4","22430444765","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT9","97477659553","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso AV8","22670333055","0.10000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT28","213541006657","0.20000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Gabon ET6","2413280591","0.10000","0.07000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea T9","240921544762","0.24500","0.17000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Qatar CT40","97477436692","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar AV3","261321001504","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT1","97450049023","0.08000","0.06000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT32","962798396906","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477438797","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT21","97430463785","0.08000","0.06000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bolivia ET4","59171732790","0.07000","0.05000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT1","97450049021","0.08000","0.06000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT48","22361242560","0.16000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso AV8","22670333054","0.10000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT20","962790516907","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT21","22363142147","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV6","17672255288","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT53","962795001020","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea AV4","22430444769","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria ET29","213554403624","0.15000","0.11000","USD","0","","","3000","Punjabi_IVR.wav",""
,"Equatorial Guinea T1","240900255252","0.24500","0.17000","USD","0","","0","20000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco AV18","212699098711","0.10000","0.07000","USD","0","","","3000","Punjabi_IVR.wav","IVR"
,"Gabon CT1","24101732447","0.19000","0.13000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577475376","0.21000","0.15000","USD","0","","0","7000","Punjabi_IVR.wav",""
,"Switzerland AT1","41742401121","0.18000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Chad AV24","23599541422","0.19500","0.13000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Chad CT1","23590106622","0.21000","0.15000","USD","0","","","6000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799980766","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco AV3","212662004207","0.10000","0.07000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Madagascar ET6","261204740652","0.20000","0.16000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AT10","17672758222","0.10000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT30","213554109868","0.20000","0.15000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT20","97430681065","0.08000","0.06000","USD","0","","0","30000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT54","962777268898","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT53","22366215626","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso ET5","22677035912","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV6","17672255280","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Gabon CT1","24101732666","0.19000","0.13000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria ET29","213554402316","0.15000","0.11000","USD","0","","","3000","Punjabi_IVR.wav",""
,"Mali CT30","22360952338","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT1","97450049024","0.08000","0.06000","USD","0","","0","5000","TeachYourselfEnglishINTHECITY.wav",""
,"Papua New Guinea ET3","67577477105","0.21000","0.15000","USD","0","","0","7000","Punjabi_IVR.wav",""
,"Chad CT1","23590106647","0.21000","0.15000","USD","0","","","6000","TeachYourselfEnglishINTHECITY.wav",""
,"Cuba AV137","5325103072","0.28500","0.18000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477430135","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT51","97477925830","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Burkina Faso AV8","22670333056","0.10000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea T11","240923680105","0.24500","0.17000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT16","97477310402","0.08000","0.06000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV6","17672255284","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Algeria CT29","213553289418","0.20000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Qatar CT40","97477437780","0.08000","0.06000","USD","0","","1000","10000","TeachYourselfEnglishINTHECITY.wav",""
,"Equatorial Guinea T3","240351090072","0.24500","0.17000","USD","0","","0","20000","TeachYourselfEnglishINTHECITY.wav",""
,"Guinea T62","224722796539","0.18000","0.13000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT65","22371212068","0.16000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AT6","17672355668","0.10000","0.07000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT41","962799875575","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT41","22361249880","0.16000","0.12000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Bolivia ET10","59179353892","0.07000","0.05000","USD","0","","","15000","Punjabi_IVR.wav",""
,"Dominica AV6","17672255396","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali AT20","22376333631","0.18000","0.13000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265888245925","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Dominica AV6","17672255281","0.05000","0.03600","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Chad CT45","23566546361","0.21000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Montenegro ET1","38268228637","0.15000","0.11000","USD","0","","0","3000","Punjabi_IVR.wav",""
,"Tunisia AV1","21621225205","0.15000","0.11000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav","IVR"
,"Chad CT23","23599556182","0.21000","0.15000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT57","22365694344","0.16000","0.12000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT12","962797701038","0.08000","0.06000","USD","0","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265880956028","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia CT3","21653183748","0.30000","0.22000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265883539192","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Somalia CT157","25285395129","0.23000","0.17000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Tunisia AV18","21653899314","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Malawi AT3","265889578537","0.15000","0.11000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Morocco AT1","212618400011","0.16000","0.10000","USD","0","","","6000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT20","962790516413","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Madagascar CT22","261341341231","0.24000","0.17000","USD","0","","3000","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT27","22394850989","0.16000","0.12000","USD","1","","","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Jordan CT2","962786877252","0.08000","0.06000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
,"Mali CT65","22371212062","0.16000","0.12000","USD","0","","0","3000","TeachYourselfEnglishINTHECITY.wav",""
