Range_Name,Buying,Weekly,Monthly,Dial Code,len,Number_Format,Number_Format_Length,diff,Range_Start,Range_End
Liberia AT152,0.16,0.12,0.14,23133201,8,23133XXXXXXX,12,4,231332010000,231332019999
Liberia AT153,0.16,0.12,0.14,23133202,8,23133XXXXXXX,12,4,231332020000,231332029999
Liberia AT154,0.16,0.12,0.14,23133208,8,23133XXXXXXX,12,4,231332080000,231332089999
Liberia AT155,0.16,0.12,0.14,23133220,8,23133XXXXXXX,12,4,231332200000,231332209999
Liberia AT156,0.16,0.12,0.14,23133222,8,23133XXXXXXX,12,4,231332220000,231332229999
Liberia AT157,0.16,0.12,0.14,23133223,8,23133XXXXXXX,12,4,231332230000,231332239999
Liberia AT158,0.16,0.12,0.14,23133228,8,23133XXXXXXX,12,4,231332280000,231332289999
Liberia AT159,0.16,0.12,0.14,23133948,8,23133XXXXXXX,12,4,231339480000,231339489999
Liberia AT161,0.12,0.09,0.1,231883,6,23188XXXXXXX,12,6,231883000000,231883999999
Liberia AT166,0.12,0.09,0.1,2318801,7,23188XXXXXXX,12,5,231880100000,231880199999
Liberia AT167,0.12,0.09,0.1,2318806,7,23188XXXXXXX,12,5,231880600000,231880699999
Liberia AT168,0.12,0.09,0.1,2318808,7,23188XXXXXXX,12,5,231880800000,231880899999
Liberia AT169,0.12,0.09,0.1,2318822,7,23188XXXXXXX,12,5,231882200000,231882299999
Liberia AT170,0.12,0.09,0.1,2318874,7,23188XXXXXXX,12,5,231887400000,231887499999
Liberia AT171,0.12,0.09,0.1,2318888,7,23188XXXXXXX,12,5,231888800000,231888899999
Liberia AT172,0.12,0.09,0.1,2318889,7,23188XXXXXXX,12,5,231888900000,231888999999
Liberia AT173,0.12,0.09,0.1,2318899,7,23188XXXXXXX,12,5,231889900000,231889999999
Liberia AT174,0.12,0.09,0.1,23188009,8,23188XXXXXXX,12,4,231880090000,231880099999
Liberia AT175,0.12,0.09,0.1,23188019,8,23188XXXXXXX,12,4,231880190000,231880199999
Liberia AT176,0.12,0.09,0.1,23188022,8,23188XXXXXXX,12,4,231880220000,231880229999
Liberia AT177,0.12,0.09,0.1,23188049,8,23188XXXXXXX,12,4,231880490000,231880499999
Liberia AT178,0.12,0.09,0.1,23188052,8,23188XXXXXXX,12,4,231880520000,231880529999
Liberia AT179,0.12,0.09,0.1,23188060,8,23188XXXXXXX,12,4,231880600000,231880609999
Liberia AT180,0.12,0.09,0.1,23188075,8,23188XXXXXXX,12,4,231880750000,231880759999
Liberia AT181,0.12,0.09,0.1,23188079,8,23188XXXXXXX,12,4,231880790000,231880799999
Liberia AT182,0.12,0.09,0.1,23188611,8,23188XXXXXXX,12,4,231886110000,231886119999
Liberia AT183,0.12,0.09,0.1,23188624,8,23188XXXXXXX,12,4,231886240000,231886249999
Liberia AT184,0.12,0.09,0.1,23188628,8,23188XXXXXXX,12,4,231886280000,231886289999
Liberia AT185,0.12,0.09,0.1,23188662,8,23188XXXXXXX,12,4,231886620000,231886629999
Liberia AT186,0.12,0.09,0.1,23188665,8,23188XXXXXXX,12,4,231886650000,231886659999
Liberia AT187,0.12,0.09,0.1,23188671,8,23188XXXXXXX,12,4,231886710000,231886719999
Liberia AT188,0.12,0.09,0.1,23188681,8,23188XXXXXXX,12,4,231886810000,231886819999
Liberia AT189,0.12,0.09,0.1,23188818,8,23188XXXXXXX,12,4,231888180000,231888189999
Liberia AT190,0.12,0.09,0.1,23188819,8,23188XXXXXXX,12,4,231888190000,231888199999
Liberia AT191,0.12,0.09,0.1,23188843,8,23188XXXXXXX,12,4,231888430000,231888439999
Liberia AT192,0.12,0.09,0.1,23188861,8,23188XXXXXXX,12,4,231888610000,231888619999
Liberia AT193,0.12,0.09,0.1,23188871,8,23188XXXXXXX,12,4,231888710000,231888719999
Libya AT1,0.11,0.08,0.09,2189101,7,21891XXXXXXX,12,5,218910100000,218910199999
Libya AT2,0.11,0.08,0.09,2189141,7,21891XXXXXXX,12,5,218914100000,218914199999
Libya AT3,0.11,0.08,0.09,2189166,7,21891XXXXXXX,12,5,218916600000,218916699999
Libya AT4,0.11,0.08,0.09,2189180,7,21891XXXXXXX,12,5,218918000000,218918099999
Libya AT5,0.11,0.08,0.09,2189231,7,21892XXXXXXX,12,5,218923100000,218923199999
Libya AT6,0.11,0.08,0.09,2189234,7,21892XXXXXXX,12,5,218923400000,218923499999
Libya AT7,0.11,0.08,0.09,2189238,7,21892XXXXXXX,12,5,218923800000,218923899999
Libya AT8,0.11,0.08,0.09,2189239,7,21892XXXXXXX,12,5,218923900000,218923999999
Libya AT9,0.11,0.08,0.09,2189267,7,21892XXXXXXX,12,5,218926700000,218926799999
Libya AT10,0.11,0.08,0.09,2189289,7,21892XXXXXXX,12,5,218928900000,218928999999
Libya AT11,0.11,0.08,0.09,2189437,7,21894XXXXXXX,12,5,218943700000,218943799999
Libya AT12,0.11,0.08,0.09,2189448,7,21894XXXXXXX,12,5,218944800000,218944899999
Libya AT13,0.11,0.08,0.09,2189458,7,21894XXXXXXX,12,5,218945800000,218945899999
Libya AT15,0.11,0.08,0.09,21891158,8,21891XXXXXXX,12,4,218911580000,218911589999
Libya AT16,0.11,0.08,0.09,21891717,8,21891XXXXXXX,12,4,218917170000,218917179999
Libya AT17,0.11,0.08,0.09,21891918,8,21891XXXXXXX,12,4,218919180000,218919189999
Libya AT18,0.11,0.08,0.09,21892310,8,21892XXXXXXX,12,4,218923100000,218923109999
Libya AT19,0.11,0.08,0.09,21892311,8,21892XXXXXXX,12,4,218923110000,218923119999
Libya AT20,0.11,0.08,0.09,21892313,8,21892XXXXXXX,12,4,218923130000,218923139999
Libya AT21,0.11,0.08,0.09,21892314,8,21892XXXXXXX,12,4,218923140000,218923149999
Libya AT22,0.11,0.08,0.09,21892316,8,21892XXXXXXX,12,4,218923160000,218923169999
Libya AT23,0.11,0.08,0.09,21892318,8,21892XXXXXXX,12,4,218923180000,218923189999
Libya AT24,0.11,0.08,0.09,21892319,8,21892XXXXXXX,12,4,218923190000,218923199999
Libya AT25,0.11,0.08,0.09,21892340,8,21892XXXXXXX,12,4,218923400000,218923409999
Libya AT26,0.11,0.08,0.09,21892342,8,21892XXXXXXX,12,4,218923420000,218923429999
Libya AT27,0.11,0.08,0.09,21892344,8,21892XXXXXXX,12,4,218923440000,218923449999
Libya AT28,0.11,0.08,0.09,21892349,8,21892XXXXXXX,12,4,218923490000,218923499999
Libya AT29,0.11,0.08,0.09,21892380,8,21892XXXXXXX,12,4,218923800000,218923809999
Libya AT30,0.11,0.08,0.09,21892385,8,21892XXXXXXX,12,4,218923850000,218923859999
Libya AT31,0.11,0.08,0.09,21892388,8,21892XXXXXXX,12,4,218923880000,218923889999
Libya AT32,0.11,0.08,0.09,21892389,8,21892XXXXXXX,12,4,218923890000,218923899999
Libya AT33,0.11,0.08,0.09,21892533,8,21892XXXXXXX,12,4,218925330000,218925339999
Libya AT34,0.11,0.08,0.09,21892588,8,21892XXXXXXX,12,4,218925880000,218925889999
Liechtenstein AT1,0.11,0.08,0.09,423790,6,42379XXXXX,10,4,4237900000,4237909999
Liechtenstein AT4,0.11,0.08,0.09,423870,6,42387XXXXX,10,4,4238700000,4238709999
Liechtenstein AT6,0.11,0.08,0.09,4238708,7,42387XXXXX,10,3,4238708000,4238708999
Liechtenstein AT7,0.11,0.08,0.09,4238715,7,42387XXXXX,10,3,4238715000,4238715999
Liechtenstein AT8,0.11,0.08,0.09,42366900,8,42366XXXXXXX,12,4,423669000000,423669009999
Liechtenstein AT10,0.11,0.08,0.09,42387011,8,42387XXXXX,10,2,4238701100,4238701199
Liechtenstein AT11,0.11,0.08,0.09,42387014,8,42387XXXXX,10,2,4238701400,4238701499
Liechtenstein AT12,0.11,0.08,0.09,42387028,8,42387XXXXX,10,2,4238702800,4238702899
Liechtenstein AT13,0.11,0.08,0.09,42387700,8,42387XXXXX,10,2,4238770000,4238770099
Liechtenstein AT14,0.11,0.08,0.09,42387704,8,42387XXXXX,10,2,4238770400,4238770499
Liechtenstein AT15,0.11,0.08,0.09,42387710,8,42387XXXXX,10,2,4238771000,4238771099
Liechtenstein AT16,0.11,0.08,0.09,42387712,8,42387XXXXX,10,2,4238771200,4238771299
Liechtenstein AT17,0.11,0.08,0.09,42387718,8,42387XXXXX,10,2,4238771800,4238771899
Liechtenstein AT18,0.11,0.08,0.09,42387726,8,42387XXXXX,10,2,4238772600,4238772699
Liechtenstein AT19,0.11,0.08,0.09,42387730,8,42387XXXXX,10,2,4238773000,4238773099
Liechtenstein AT20,0.11,0.08,0.09,42387736,8,42387XXXXX,10,2,4238773600,4238773699
Lithuania AT1,0.18,0.13,0.16,370636,6,37063XXXXXX,11,5,37063600000,37063699999
Lithuania AT2,0.18,0.13,0.16,370655,6,37065XXXXXX,11,5,37065500000,37065599999
Lithuania AT3,0.18,0.13,0.16,3706303,7,37063XXXXXX,11,4,37063030000,37063039999
Lithuania AT4,0.18,0.13,0.16,3706384,7,37063XXXXXX,11,4,37063840000,37063849999
Lithuania AT5,0.18,0.13,0.16,3706387,7,37063XXXXXX,11,4,37063870000,37063879999
Lithuania AT6,0.18,0.13,0.16,3706506,7,37065XXXXXX,11,4,37065060000,37065069999
Lithuania AT7,0.18,0.13,0.16,3706515,7,37065XXXXXX,11,4,37065150000,37065159999
Lithuania AT8,0.18,0.13,0.16,3706559,7,37065XXXXXX,11,4,37065590000,37065599999
Lithuania AT17,0.18,0.13,0.16,37063305,8,37063XXXXXX,11,3,37063305000,37063305999
Lithuania AT18,0.18,0.13,0.16,37063609,8,37063XXXXXX,11,3,37063609000,37063609999
Lithuania AT19,0.18,0.13,0.16,37063613,8,37063XXXXXX,11,3,37063613000,37063613999
Lithuania AT20,0.18,0.13,0.16,37063846,8,37063XXXXXX,11,3,37063846000,37063846999
Lithuania AT21,0.18,0.13,0.16,37063848,8,37063XXXXXX,11,3,37063848000,37063848999
Lithuania AT22,0.18,0.13,0.16,37063872,8,37063XXXXXX,11,3,37063872000,37063872999
Lithuania AT23,0.18,0.13,0.16,37063877,8,37063XXXXXX,11,3,37063877000,37063877999
Lithuania AT24,0.18,0.13,0.16,37064410,8,37064XXXXXX,11,3,37064410000,37064410999
Lithuania AT26,0.18,0.13,0.16,37065065,8,37065XXXXXX,11,3,37065065000,37065065999
Lithuania AT41,0.18,0.13,0.16,3703737,7,37037XXXXXX,11,4,37037370000,37037379999
Lithuania AT42,0.18,0.13,0.16,3703738,7,37037XXXXXX,11,4,37037380000,37037389999
Lithuania AT43,0.18,0.13,0.16,3703778,7,37037XXXXXX,11,4,37037780000,37037789999
Lithuania AT44,0.18,0.13,0.16,3703793,7,37037XXXXXX,11,4,37037930000,37037939999
Lithuania AT46,0.18,0.13,0.16,3704137,7,37041XXXXXX,11,4,37041370000,37041379999
Lithuania AT47,0.18,0.13,0.16,3704172,7,37041XXXXXX,11,4,37041720000,37041729999
Lithuania AT48,0.18,0.13,0.16,3704175,7,37041XXXXXX,11,4,37041750000,37041759999
Lithuania AT76,0.18,0.13,0.16,37041509,8,37041XXXXXX,11,3,37041509000,37041509999
Lithuania AT90,0.16,0.12,0.14,370626,6,37062XXXXXX,11,5,37062600000,37062699999
Lithuania AT94,0.16,0.12,0.14,3706210,7,37062XXXXXX,11,4,37062100000,37062109999
Lithuania AT95,0.16,0.12,0.14,3706212,7,37062XXXXXX,11,4,37062120000,37062129999
Lithuania AT96,0.16,0.12,0.14,3706215,7,37062XXXXXX,11,4,37062150000,37062159999
Lithuania AT97,0.16,0.12,0.14,3706216,7,37062XXXXXX,11,4,37062160000,37062169999
Lithuania AT98,0.16,0.12,0.14,3706261,7,37062XXXXXX,11,4,37062610000,37062619999
Lithuania AT99,0.16,0.12,0.14,3706266,7,37062XXXXXX,11,4,37062660000,37062669999
Lithuania AT106,0.16,0.12,0.14,37062614,8,37062XXXXXX,11,3,37062614000,37062614999
Lithuania AT107,0.16,0.12,0.14,37062618,8,37062XXXXXX,11,3,37062618000,37062618999
Lithuania AT130,0.21,0.15,0.19,37037364,8,37037XXXXXX,11,3,37037364000,37037364999
Lithuania AT201,0.14,0.1,0.12,3706002,7,37060XXXXXX,11,4,37060020000,37060029999
Lithuania AT203,0.14,0.1,0.12,3706066,7,37060XXXXXX,11,4,37060660000,37060669999
Lithuania AT205,0.14,0.1,0.12,37064813,8,37064XXXXXX,11,3,37064813000,37064813999
Lithuania AT206,0.14,0.1,0.12,37064834,8,37064XXXXXX,11,3,37064834000,37064834999
Lithuania AT207,0.14,0.1,0.12,37064874,8,37064XXXXXX,11,3,37064874000,37064874999
Lithuania AT208,0.14,0.1,0.12,37064885,8,37064XXXXXX,11,3,37064885000,37064885999
Macedonia AT1,0.135,0.1,0.115,389756,6,38975XXXXXX,11,5,38975600000,38975699999
Macedonia AT5,0.135,0.1,0.115,3897534,7,38975XXXXXX,11,4,38975340000,38975349999
Macedonia AT6,0.135,0.1,0.115,3897584,7,38975XXXXXX,11,4,38975840000,38975849999
Macedonia AT7,0.135,0.1,0.115,3897623,7,38976XXXXXX,11,4,38976230000,38976239999
Macedonia AT8,0.135,0.1,0.115,3897630,7,38976XXXXXX,11,4,38976300000,38976309999
Macedonia AT9,0.135,0.1,0.115,3897632,7,38976XXXXXX,11,4,38976320000,38976329999
Macedonia AT10,0.135,0.1,0.115,3897643,7,38976XXXXXX,11,4,38976430000,38976439999
Macedonia AT11,0.135,0.1,0.115,3897655,7,38976XXXXXX,11,4,38976550000,38976559999
Macedonia AT12,0.135,0.1,0.115,3897699,7,38976XXXXXX,11,4,38976990000,38976999999
Macedonia AT15,0.135,0.1,0.115,3894722,7,38947XXXXXX,11,4,38947220000,38947229999
Macedonia AT16,0.135,0.1,0.115,3895907,7,38959XXXXXX,11,4,38959070000,38959079999
Macedonia AT18,0.135,0.1,0.115,389700,6,38970XXXXXX,11,5,38970000000,38970099999
Macedonia AT19,0.135,0.1,0.115,3897013,7,38970XXXXXX,11,4,38970130000,38970139999
Macedonia AT20,0.135,0.1,0.115,3897033,7,38970XXXXXX,11,4,38970330000,38970339999
Macedonia AT21,0.135,0.1,0.115,3897041,7,38970XXXXXX,11,4,38970410000,38970419999
Macedonia AT22,0.135,0.1,0.115,3897051,7,38970XXXXXX,11,4,38970510000,38970519999
Macedonia AT23,0.135,0.1,0.115,3897059,7,38970XXXXXX,11,4,38970590000,38970599999
Macedonia AT24,0.135,0.1,0.115,3897064,7,38970XXXXXX,11,4,38970640000,38970649999
Macedonia AT25,0.18,0.13,0.16,389770,6,38977XXXXXX,11,5,38977000000,38977099999
Macedonia AT26,0.18,0.13,0.16,389776,6,38977XXXXXX,11,5,38977600000,38977699999
Macedonia AT27,0.18,0.13,0.16,3897714,7,38977XXXXXX,11,4,38977140000,38977149999
Macedonia AT28,0.18,0.13,0.16,3897718,7,38977XXXXXX,11,4,38977180000,38977189999
Macedonia AT29,0.18,0.13,0.16,3897729,7,38977XXXXXX,11,4,38977290000,38977299999
Macedonia AT30,0.18,0.13,0.16,3897767,7,38977XXXXXX,11,4,38977670000,38977679999
Macedonia AT31,0.18,0.13,0.16,3897789,7,38977XXXXXX,11,4,38977890000,38977899999
Macedonia AT32,0.18,0.13,0.16,3897799,7,38977XXXXXX,11,4,38977990000,38977999999
Macedonia AT33,0.18,0.13,0.16,3897817,7,38978XXXXXX,11,4,38978170000,38978179999
Macedonia AT34,0.18,0.13,0.16,3897823,7,38978XXXXXX,11,4,38978230000,38978239999
Macedonia AT35,0.18,0.13,0.16,3897848,7,38978XXXXXX,11,4,38978480000,38978489999
Macedonia AT36,0.18,0.13,0.16,3897861,7,38978XXXXXX,11,4,38978610000,38978619999
Macedonia AT37,0.18,0.13,0.16,3897866,7,38978XXXXXX,11,4,38978660000,38978669999
Macedonia AT38,0.18,0.13,0.16,3897879,7,38978XXXXXX,11,4,38978790000,38978799999
Macedonia AT39,0.18,0.13,0.16,3897882,7,38978XXXXXX,11,4,38978820000,38978829999
Madagascar AT1,0.21,0.15,0.19,26133017,8,26133XXXXXXX,12,4,261330170000,261330179999
Madagascar AT2,0.21,0.15,0.19,26133040,8,26133XXXXXXX,12,4,261330400000,261330409999
Madagascar AT3,0.21,0.15,0.19,26133047,8,26133XXXXXXX,12,4,261330470000,261330479999
Madagascar AT4,0.21,0.15,0.19,26133048,8,26133XXXXXXX,12,4,261330480000,261330489999
Madagascar AT5,0.21,0.15,0.19,26133076,8,26133XXXXXXX,12,4,261330760000,261330769999
Madagascar AT6,0.21,0.15,0.19,26133086,8,26133XXXXXXX,12,4,261330860000,261330869999
Madagascar AT7,0.21,0.15,0.19,26133112,8,26133XXXXXXX,12,4,261331120000,261331129999
Madagascar AT8,0.21,0.15,0.19,26133113,8,26133XXXXXXX,12,4,261331130000,261331139999
Madagascar AT9,0.21,0.15,0.19,26133117,8,26133XXXXXXX,12,4,261331170000,261331179999
Madagascar AT10,0.21,0.15,0.19,26133123,8,26133XXXXXXX,12,4,261331230000,261331239999
Madagascar AT11,0.21,0.15,0.19,26133125,8,26133XXXXXXX,12,4,261331250000,261331259999
Madagascar AT12,0.21,0.15,0.19,26133142,8,26133XXXXXXX,12,4,261331420000,261331429999
Madagascar AT13,0.21,0.15,0.19,26133150,8,26133XXXXXXX,12,4,261331500000,261331509999
Madagascar AT14,0.21,0.15,0.19,26133159,8,26133XXXXXXX,12,4,261331590000,261331599999
Madagascar AT15,0.21,0.15,0.19,26133186,8,26133XXXXXXX,12,4,261331860000,261331869999
Madagascar AT16,0.21,0.15,0.19,26133259,8,26133XXXXXXX,12,4,261332590000,261332599999
Madagascar AT17,0.21,0.15,0.19,26133370,8,26133XXXXXXX,12,4,261333700000,261333709999
Madagascar AT18,0.21,0.15,0.19,26133374,8,26133XXXXXXX,12,4,261333740000,261333749999
Madagascar AT19,0.21,0.15,0.19,26133376,8,26133XXXXXXX,12,4,261333760000,261333769999
Madagascar AT20,0.21,0.15,0.19,26133392,8,26133XXXXXXX,12,4,261333920000,261333929999
Madagascar AT21,0.21,0.15,0.19,26133478,8,26133XXXXXXX,12,4,261334780000,261334789999
Madagascar AT22,0.21,0.15,0.19,26133485,8,26133XXXXXXX,12,4,261334850000,261334859999
Madagascar AT23,0.21,0.15,0.19,26133506,8,26133XXXXXXX,12,4,261335060000,261335069999
Madagascar AT24,0.21,0.15,0.19,26133624,8,26133XXXXXXX,12,4,261336240000,261336249999
Madagascar AT25,0.21,0.15,0.19,26133647,8,26133XXXXXXX,12,4,261336470000,261336479999
Madagascar AT26,0.21,0.15,0.19,26133701,8,26133XXXXXXX,12,4,261337010000,261337019999
Madagascar AT27,0.21,0.15,0.19,26133740,8,26133XXXXXXX,12,4,261337400000,261337409999
Madagascar AT28,0.21,0.15,0.19,26133753,8,26133XXXXXXX,12,4,261337530000,261337539999
Madagascar AT29,0.21,0.15,0.19,26133793,8,26133XXXXXXX,12,4,261337930000,261337939999
Madagascar AT30,0.21,0.15,0.19,26133810,8,26133XXXXXXX,12,4,261338100000,261338109999
Madagascar AT31,0.21,0.15,0.19,26133833,8,26133XXXXXXX,12,4,261338330000,261338339999
Madagascar AT32,0.21,0.15,0.19,26133999,8,26133XXXXXXX,12,4,261339990000,261339999999
Madagascar AT33,0.21,0.15,0.19,26139092,8,26139XXXXXXX,12,4,261390920000,261390929999
Madagascar AT34,0.21,0.15,0.19,26139100,8,26139XXXXXXX,12,4,261391000000,261391009999
Madagascar AT35,0.21,0.15,0.19,26139129,8,26139XXXXXXX,12,4,261391290000,261391299999
Madagascar AT36,0.21,0.15,0.19,26139580,8,26139XXXXXXX,12,4,261395800000,261395809999
Madagascar AT37,0.21,0.15,0.19,26139851,8,26139XXXXXXX,12,4,261398510000,261398519999
Madagascar AT38,0.21,0.15,0.19,26139853,8,26139XXXXXXX,12,4,261398530000,261398539999
Madagascar AT39,0.21,0.15,0.19,26139855,8,26139XXXXXXX,12,4,261398550000,261398559999
Madagascar AT40,0.21,0.15,0.19,26139856,8,26139XXXXXXX,12,4,261398560000,261398569999
Madagascar AT41,0.21,0.15,0.19,26139858,8,26139XXXXXXX,12,4,261398580000,261398589999
Madagascar AT42,0.21,0.15,0.19,26139859,8,26139XXXXXXX,12,4,261398590000,261398599999
Madagascar AT54,0.21,0.15,0.19,26120480,8,26120XXXXXXX,12,4,261204800000,261204809999
Madagascar AT55,0.21,0.15,0.19,26120481,8,26120XXXXXXX,12,4,261204810000,261204819999
Madagascar AT56,0.21,0.15,0.19,26120482,8,26120XXXXXXX,12,4,261204820000,261204829999
Madagascar AT57,0.21,0.15,0.19,26120483,8,26120XXXXXXX,12,4,261204830000,261204839999
Madagascar AT58,0.21,0.15,0.19,26120489,8,26120XXXXXXX,12,4,261204890000,261204899999
Madagascar AT59,0.21,0.15,0.19,26120554,8,26120XXXXXXX,12,4,261205540000,261205549999
Madagascar AT60,0.21,0.15,0.19,26120635,8,26120XXXXXXX,12,4,261206350000,261206359999
Madagascar AT61,0.21,0.15,0.19,26120658,8,26120XXXXXXX,12,4,261206580000,261206589999
Madagascar AT62,0.21,0.15,0.19,26120743,8,26120XXXXXXX,12,4,261207430000,261207439999
Madagascar AT64,0.21,0.15,0.19,26120832,8,26120XXXXXXX,12,4,261208320000,261208329999
Madagascar AT65,0.21,0.15,0.19,26120834,8,26120XXXXXXX,12,4,261208340000,261208349999
Madagascar AT68,0.21,0.15,0.19,26120973,8,26120XXXXXXX,12,4,261209730000,261209739999
Madagascar AT69,0.21,0.15,0.19,26120992,8,26120XXXXXXX,12,4,261209920000,261209929999
Madagascar AT70,0.21,0.15,0.19,26120993,8,26120XXXXXXX,12,4,261209930000,261209939999
Madagascar AT88,0.21,0.15,0.19,26120004,8,26120XXXXXXX,12,4,261200040000,261200049999
Madagascar AT89,0.21,0.15,0.19,26120012,8,26120XXXXXXX,12,4,261200120000,261200129999
Madagascar AT90,0.21,0.15,0.19,26120020,8,26120XXXXXXX,12,4,261200200000,261200209999
Madagascar AT91,0.21,0.15,0.19,26120021,8,26120XXXXXXX,12,4,261200210000,261200219999
Madagascar AT92,0.21,0.15,0.19,26120029,8,26120XXXXXXX,12,4,261200290000,261200299999
Madagascar AT93,0.21,0.15,0.19,26120052,8,26120XXXXXXX,12,4,261200520000,261200529999
Madagascar AT94,0.21,0.15,0.19,26122022,8,26122XXXXXXX,12,4,261220220000,261220229999
Madagascar AT95,0.21,0.15,0.19,26122100,8,26122XXXXXXX,12,4,261221000000,261221009999
Madagascar AT96,0.21,0.15,0.19,26122115,8,26122XXXXXXX,12,4,261221150000,261221159999
Madagascar AT97,0.21,0.15,0.19,26122116,8,26122XXXXXXX,12,4,261221160000,261221169999
Madagascar AT98,0.21,0.15,0.19,26122300,8,26122XXXXXXX,12,4,261223000000,261223009999
Madagascar AT99,0.21,0.15,0.19,26122775,8,26122XXXXXXX,12,4,261227750000,261227759999
Madagascar AT100,0.21,0.15,0.19,26122902,8,26122XXXXXXX,12,4,261229020000,261229029999
Madagascar AT101,0.21,0.15,0.19,261322,6,26132XXXXXXX,12,6,261322000000,261322999999
Madagascar AT102,0.21,0.15,0.19,261326,6,26132XXXXXXX,12,6,261326000000,261326999999
Madagascar AT103,0.21,0.15,0.19,261328,6,26132XXXXXXX,12,6,261328000000,261328999999
Madagascar AT104,0.21,0.15,0.19,26132020,8,26132XXXXXXX,12,4,261320200000,261320209999
Madagascar AT105,0.21,0.15,0.19,26132021,8,26132XXXXXXX,12,4,261320210000,261320219999
Madagascar AT106,0.21,0.15,0.19,26132022,8,26132XXXXXXX,12,4,261320220000,261320229999
Madagascar AT107,0.21,0.15,0.19,26132023,8,26132XXXXXXX,12,4,261320230000,261320239999
Madagascar AT108,0.21,0.15,0.19,26132028,8,26132XXXXXXX,12,4,261320280000,261320289999
Madagascar AT109,0.21,0.15,0.19,26132029,8,26132XXXXXXX,12,4,261320290000,261320299999
Madagascar AT110,0.21,0.15,0.19,26132045,8,26132XXXXXXX,12,4,261320450000,261320459999
Madagascar AT111,0.21,0.15,0.19,26132048,8,26132XXXXXXX,12,4,261320480000,261320489999
Madagascar AT112,0.21,0.15,0.19,26132052,8,26132XXXXXXX,12,4,261320520000,261320529999
Madagascar AT113,0.21,0.15,0.19,26132064,8,26132XXXXXXX,12,4,261320640000,261320649999
Madagascar AT114,0.21,0.15,0.19,26132066,8,26132XXXXXXX,12,4,261320660000,261320669999
Madagascar AT115,0.21,0.15,0.19,26132067,8,26132XXXXXXX,12,4,261320670000,261320679999
Madagascar AT116,0.21,0.15,0.19,26132070,8,26132XXXXXXX,12,4,261320700000,261320709999
Madagascar AT117,0.21,0.15,0.19,26132074,8,26132XXXXXXX,12,4,261320740000,261320749999
Madagascar AT118,0.21,0.15,0.19,26132080,8,26132XXXXXXX,12,4,261320800000,261320809999
Madagascar AT119,0.21,0.15,0.19,26132090,8,26132XXXXXXX,12,4,261320900000,261320909999
Madagascar AT120,0.21,0.15,0.19,26132103,8,26132XXXXXXX,12,4,261321030000,261321039999
Madagascar AT121,0.21,0.15,0.19,26132105,8,26132XXXXXXX,12,4,261321050000,261321059999
Madagascar AT122,0.21,0.15,0.19,26132106,8,26132XXXXXXX,12,4,261321060000,261321069999
Madagascar AT123,0.21,0.15,0.19,26132147,8,26132XXXXXXX,12,4,261321470000,261321479999
Madagascar AT124,0.21,0.15,0.19,26132157,8,26132XXXXXXX,12,4,261321570000,261321579999
Madagascar AT125,0.21,0.15,0.19,26132159,8,26132XXXXXXX,12,4,261321590000,261321599999
Madagascar AT126,0.21,0.15,0.19,26132184,8,26132XXXXXXX,12,4,261321840000,261321849999
Madagascar AT127,0.21,0.15,0.19,26132214,8,26132XXXXXXX,12,4,261322140000,261322149999
Madagascar AT128,0.21,0.15,0.19,26132222,8,26132XXXXXXX,12,4,261322220000,261322229999
Madagascar AT129,0.21,0.15,0.19,26132235,8,26132XXXXXXX,12,4,261322350000,261322359999
Madagascar AT130,0.21,0.15,0.19,26132265,8,26132XXXXXXX,12,4,261322650000,261322659999
Madagascar AT131,0.21,0.15,0.19,26132280,8,26132XXXXXXX,12,4,261322800000,261322809999
Madagascar AT132,0.21,0.15,0.19,26132283,8,26132XXXXXXX,12,4,261322830000,261322839999
Madagascar AT133,0.21,0.15,0.19,26132308,8,26132XXXXXXX,12,4,261323080000,261323089999
Madagascar AT134,0.21,0.15,0.19,26132320,8,26132XXXXXXX,12,4,261323200000,261323209999
Madagascar AT135,0.21,0.15,0.19,26132321,8,26132XXXXXXX,12,4,261323210000,261323219999
Madagascar AT136,0.21,0.15,0.19,26132400,8,26132XXXXXXX,12,4,261324000000,261324009999
Madagascar AT137,0.21,0.15,0.19,26132402,8,26132XXXXXXX,12,4,261324020000,261324029999
Madagascar AT138,0.21,0.15,0.19,26132411,8,26132XXXXXXX,12,4,261324110000,261324119999
Madagascar AT139,0.21,0.15,0.19,26132421,8,26132XXXXXXX,12,4,261324210000,261324219999
Madagascar AT140,0.21,0.15,0.19,26132426,8,26132XXXXXXX,12,4,261324260000,261324269999
Madagascar AT141,0.21,0.15,0.19,26132430,8,26132XXXXXXX,12,4,261324300000,261324309999
Madagascar AT142,0.21,0.15,0.19,26132445,8,26132XXXXXXX,12,4,261324450000,261324459999
Madagascar AT143,0.21,0.15,0.19,26132473,8,26132XXXXXXX,12,4,261324730000,261324739999
Madagascar AT144,0.21,0.15,0.19,26132484,8,26132XXXXXXX,12,4,261324840000,261324849999
Madagascar AT145,0.21,0.15,0.19,26132495,8,26132XXXXXXX,12,4,261324950000,261324959999
Madagascar AT146,0.21,0.15,0.19,26132500,8,26132XXXXXXX,12,4,261325000000,261325009999
Madagascar AT147,0.21,0.15,0.19,26132502,8,26132XXXXXXX,12,4,261325020000,261325029999
Madagascar AT148,0.21,0.15,0.19,26132505,8,26132XXXXXXX,12,4,261325050000,261325059999
