Range_Name,DID
Jordan CT49,962777666613
Grenada AT,14734096260
Switzerland AT1,41742727207
Zambia AT,260971255561
Monaco AT,37744005281
Mali CT30,22360951960
Papua AT,67577539432
Tunisia AV16,21652055109
Aruba KTZ80,2975988195
Montenegro ET6,382662495734
Guinea AT,224622292676
Switzerland E2,4174380418
Bosnia AT,38762909013
Tunisa AV2,21628978200
Cayman Islands AT,13456404040
Belarus E24,375258247005
Qatar CT40,97477435526
Aruba AT,2975989139
Lesotho AT,26622241144
Switzerland AT1,41742260577
Morocco CT42,212652003352
Algeria CT30,213554166750
Latvia E35,37121527009
Guinea AT,224625348355
Guinea AT,224628735835
Mali CT30,22360952218
Switzerland AT1,41742808948
Morocco AV15,212687607289
Lesotho AT,26622311280
Equatorial Guinea T14,240991412152
Guinea AT,224628899331
Morocco AT,212608948527
Mali CT31,22364269993
Lesotho AT,26622310157
Mali CT94,22377294943
Jordan CT30,962790506173
Qatar CT40,97477431020
Switzerland AT1,41742206091
Latvia E43,37166269000
Botswana AT,26772401989
Mali CT43,22363333166
Belarus E24,375258247010
Latvia P68,37162781181
Guinea AT,224620041788
Qatar CT40,97477430129
Cuba AV124,5399986490
Equatorial Guinea T14,240991410315
Morocco AT,212651192700
Switzerland E2,4174380457
Jordan CT22,962790511206
Bosnia AT,38766975279
MADAGASCAR - KS1,261326441880
Tunisia AT,21628963085
Mali CT48,22361247847
Cayman Islands AT,13459262167
Markhor AT,50243696454
Algeria CT1,213555888510
Belarus AT,375333972101
Mali CT26,22396726241
Tunisia ET9,21628923169
Qatar CT4,97477926180
Falkland E9,50098547
Guinea AT,224621752045
Nicaragua AT,50588909456
Switzerland E1,4174352404
Qatar CT21,97430463781
Swaziland AT1,26878234653
Aruba AT,2975987167
Switzerland AT1,41742036455
Switzerland AT1,41742557437
Switzerland AT1,41742469325
Equatorial Guinea T5,240907598770
Guinea AT,224620477848
Algeria CT4,213559899621
Montenegro ET5,382667942236
Jordan CT41,962799876651
Jordan CT41,962799876679
Switzerland E2,4174380409
Mali CT42,22361264855
Maldives AT,9607327515
Monaco AT,37744003632
Montenegro ET6,382662493007
Gabon ET6,2413280549
Jordan CT71,962789080210
Saint Lucia AT,17584842578
Zimbabwe AT,263783063579
Senegal AV1,221766607902
Senegal AT,221703383559
Switzerland AT1,41742045466
Belize CT5,5016125558
Sao Tome AT,2392249313
Switzerland E2,4174380407
Jordan CT52,962777778146
Zimbabwe AT,263783063553
Montenegro ET6,382662491346
Tunisia AV20,21654402701
Montenegro ET4,382686039852
Jamaica AT,18765646029
Switzerland AT1,41742674675
St. Lucia AT,17584842516
Qatar CT40,97477438798
Morocco ET6,212622370871
Switzerland AT1,41742752240
Qatar CT12,97477626251
Morocco CT91,212650222549
Switzerland AT1,41742209194
Switzerland AT1,41742400763
Monaco AT,37744003979
Switzerland E1,4174352423
Morocco AT,212612093378
Switzerland E1,4174352412
Malawi AT3,265888095790
Australia AT,672325014
Senegal AT,221703386088
Mali AV4,22369920103
UK AT,447589051783
Latvia E35,37121527004
Tunisia AV9,21628963400
Montenegro ET3,382682315570
Switzerland AT1,41742217797
Malawi AV3,265881929900
Algeria P1,213569124673
Maldives AT,9607327555
Mali CT48,22361246692
Sao Tome AT,2392249328
Mozambique AT,258852897325
Equatorial Guinea AT,240222269445
Markhor AT,240556667019
Morocco AV6,212602771202
Switzerland AT1,41742051647
Anguilla AT,12644976666
Guinea AT,224623606697
Switzerland AT1,41742599852
Qatar CT21,97430463780
Equatorial Guinea T5,240907502110
Congo CT29,242800202524
Saint Lucia AT,17584842512
Jordan CT22,962790511209
Montenegro AV1,38267693309
Qatar CT30,97477127150
Equatorial Guinea AT,240996768964
Mali AT,22362303742
Bosnia AT,38761394089
Guinea AT,224626789102
Burundi AT,25716160028
Saint Lucia AT,17584842544
Tokelau AT,6907533
Jordan CT54,962777266780
Switzerland AT1,41742673706
Cuba AT,5354990624
Equatorial Guinea AT,240902258741
St. Lucia AT,17584842570
Tunisia AV17,21658500430
Guinea AT,224628855142
Zimbabwe AT,263783063480
Qatar CT26,97477938790
Switzerland E2,4174380430
Mali CT29,22360405473
Algeria AT,213550000333
Guatemala AT,50257599815
Maldives AT,9604078065
Saint Lucia AT,17582850917
Guinea AT,224628489408
Honduras ET2,50497718494
Eritrea AV5,2917240274
Morocco CT93,212648039458
Malawi AT,265888800800
Guinea AT,224623293121
Guinea AT,224623946177
Equatorial Guinea AT,240907121547
Switzerland AT1,41742238734
Markhor AT,22995266135
Zimbabwe AT,263783063588
Switzerland AT1,41742249908
Grenada AT,14734096293
Zimbabwe AT,263783063570
Senegal AT,221770996716
Mali CT81,22379237769
Morocco AT,212651193386
Switzerland E1,4174352420
Zambia AT,260971540606
Equatorial Guinea T8,240919430630
Cayman Islands AT,13459178272
Grenada AT,14734096261
Antigua AT,12687719630
Jordan CT41,962799877890
Belize AT,5016117817
Dominica AT8,17672779696
Guinea AT,224620377232
Switzerland AT1,41742188509
Comoros AT,26935041
Haiti AT,50948894040
Qatar CT4,97477926509
Switzerland AT1,41742914266
Guinea AT,224625240616
Grenada AT,14734096238
Lesotho AT,26622212221
Dominica AT,17672253738
Qatar CT33,97474784691
Honduras AT,50497709488
Papua New Guinea ET1,67577537355
Switzerland AT1,41742817499
Lithuania P18,37066814400
Maldives AT,9607892580
Morocco AT,212602770018
Belarus E5,375250473011
Montenegro AT,382680980887
Saint Lucia AT,17584842528
Guinea AT,224624278858
Jordan CT73,962755875549
Morocco CT93,212648012344
Mali CT30,22360952334
Gabon AT10,2410331948
Markhor AT,50937884094
Belarus E5,375250473008
Belarus E24,375258247008
Switzerland AT1,41742304423
Guinea AT,224625117267
Monaco AT,37744002253
Zimbabwe AT,263783063575
Albania AT,355692006837
Equatorial Guinea T10,240222904032
Malawi AT,265882654729
Switzerland AT1,41742994471
Qatar CT10,97477636464
Saint Lucia AT,17584842505
Lesotho AT,26622313498
Mali CT48,22361242562
Macedonia ET1,38978221495
Guinea AT,224625035846
DR Congo AT,243813614017
Saint Lucia AT,17584842530
Zimbabwe AT,263734958084
Malawi AT3,265889676799
Guatemala AT,50223799999
Haiti AT,50948894538
Zimbabwe AT1,263731027391
Algeria CT1,213555888512
Monaco AT,37744005283
Switzerland AT1,41742829046
Mali CT32,22366664458
Bosnia AT,38762275193
Qatar CT40,97477436658
Zimbabwe AT,263783063561
Zimbabwe AT,263783063583
Grenada AT,14734096213
Monaco AT,37744002255
Guinea AT,224623394670
Tunisia AV11,21658500184
Jamaica AT,18765223786
Jordan CT48,962797600548
Guatemala AT,50266791919
Equatorial Guinea T5,240907584092
Qatar CT42,97477831105
Montenegro ET4,382686038446
Switzerland AT1,41742340430
Guinea AT,224623829338
Zimbabwe AT,263783063557
Ecuador AV4,593995029089
Malawi AT,265882260356
Switzerland E2,4174380458
Senegal AT,221703380558
Guatemala AT,50223791111
Guatemala AT,50243827811
Jordan CT22,962790511205
Mali CT31,22364260228
Cuba AV172,5332494131
Switzerland AT1,41742385082
Guinea AT,224620547398
Guinea AT,224628864048
Mali CT42,22361263210
Switzerland AT1,41742155902
Guinea AT,224628890690
Papua New Guinea ET3,67577477297
Mali CT48,22361241147
Qatar CT35,97470500916
Switzerland E2,4174380421
Guinea AT,224625012480
Guinea AT,224620889084
Guinea AT,224625153228
Cuba AT,5301541009
Cayman Islands AT,13459299458
Cuba AT,5353236256
Grenada AT,14734096249
Equatorial Guinea AT,240222548122
St. Lucia AT,17584842577
Tunisia AV23,21650003318
Haiti AV2,50933011531
Guinea AT,224622415530
Gabon CT1,24101732224
Grenada AT,14734096292
Switzerland AT1,41742695416
Saint Lucia AT,17584842548
Jordan CT66,962796456323
Senegal AT,221707201213
Algeria CT27,213540460912
Switzerland AT1,41742227038
Tunisia ET9,21628924994
Grenada AT,14734096269
Gambia AT,2202337784951
Equatorial Guinea T6,240911809788
Guinea AT,224623645190
Qatar CT40,97477434857
Switzerland AT1,41742787209
Dominica AT3,17672857156
Gabon CT1,24101732415
Switzerland E2,4174380408
Guatemala AT,50243826998
Belarus AT,375333972149
Senegal AT,221703383352
Moldova AT,37368703302
Monaco AT,37744005282
Cuba AT,53362861
Jordan CT41,962799877894
Monaco AT,37744002257
Qatar CT26,97477938798
Zambia AT,260979009565
Albania AT,355684575446
Somalia AV10,25222550223
Lesotho AT,26622460723
Ivory AT,22540168016
Mali CT21,22363142435
Lesotho AT,26622223000
Mali CT48,22361242565
St. Lucia AT,17584842504
Switzerland AT1,41742134022
Saint Lucia AT,17584842536
Estonia P18,37257902286
Guinea AT,224624292878
Guinea ET16,22462931529
Senegal AT,221709717923
Malawi AT,265888852401
Guinea AT,224620830847
St. Helena AT,29032556343
Jordan CT58,962795138743
DR Congo AT,243892636541
Zimbabwe AT,263783063596
Malawi AT,265111739339
Montenegro ET5,382667941778
Cayman Islands AT,13459383868
Senegal AT,221708161299
Senegal AT,221708337576
Senegal AT,221708743722
Senegal AT,221708944291
Jordan CT51,962777773201
Senegal AT,221705217726
Montenegro ET3,382682316705
Switzerland AT1,41742111596
Guinea T87,22478828068
Senegal AT,221707464746
Senegal AT,221703386681
Guinea AT,224625051788
Senegal AT,221708712447
Switzerland AT1,41742595084
Markhor AT,14734096232
Senegal AT,221707229488
Guinea AT,224628888819
Senegal AT,221709828628
Senegal AT,221706748744
Senegal AT,221708585841
Jordan CT41,962799866780
Switzerland AT1,41742059795
Senegal AT,221708967215
Switzerland AT1,41742630115
Senegal AT,221707771702
Senegal AT,221709489984
Switzerland E1,4174352493
Grenada AT,14734096245
Switzerland AT1,41742492064
Switzerland AT1,41742927809
Dominica AT,17672951004
Gambia AT,2202210096
Senegal AT,221709284962
Mali CT48,22361247845
Morocco CT93,212648001149
Bosnia AT,38762840969
CAR AT,23670250257
Jordan CT14,962797303520
Senegal AT,221706354685
Senegal AT,221707308212
Senegal AT,221708456670
Senegal AT,221709309829
Zambia AT,260971288216
Senegal AT,221704653205
Senegal AT,221706337687
Senegal AT,221707637149
Senegal AT,221709141332
Senegal AT,221706197621
Senegal AT,221706709002
Senegal AT,221708015158
Senegal AT,221708905584
Senegal AT,221709421758
Guinea AT,224623355886
Senegal AT,221708014109
Senegal AT,221708211399
Mali CT95,22364376138
Senegal AT,221705101130
Senegal AT,221708197644
Senegal AT,221708634531
Algeria AT,213549582947
Guatemala AT,50222781268
Niger AT,22793535261
Senegal AT,221705220172
Senegal AT,221707354269
Senegal AT,221707835695
Switzerland E1,4174352413
Monaco AT,37744005536
Monaco AT,37744009738
Guinea AT,224628129234
Zambia AT,260976721307
Mali CT47,22373434582
Monaco AT,37744005537
Equatorial Guinea AT,240222208863
Madagascar CT22,261341348792
Haiti AT,50949376365
Mali CT48,22361245141
Saudi Arabia CT9,966596631519
Switzerland AT1,41742508429
Malawi AT,265882406699
Aruba AT,2975924314
Switzerland AT1,41742552254
Saint Lucia AT,17584842563
Moldova AT,37362060587
Jordan CT12,962797701039
Jordan CT33,962798577785
Mauritania AT,22233090143
Malawi AT,265881821777
Jordan CT41,962799877792
Qatar CT40,97477430124
Grenada AT,14734096201
Guinea AT,224625380463
Latvia E35,37121527010
Tunisia AV17,21658500367
Tunisia AV17,21658500741
Jordan CT41,962799854679
Switzerland AT1,41742367026
Malawi AT,265881877199
Algeria CT1,213555888513
Guinea AT,224620322372
Saint Lucia AT,17584842596
Madagascar AV9,261329222959
Jordan CT14,962797303528
DR Congo AT,243815256643
Zimbabwe AT,263782241954
Dominica AT3,17672854857
Chad AT,23595555704
Malawi AT,265111625070
Ascension Islands AT,24751881
Bolivia ET3,59165970098
Bosnia AT,38765864817
Grenada AT,14734096240
Guinea AT,224623376823
Guatemala AT,50234105930
Grenada AT,14734096284
Jordan CT41,962799876654
Malawi AT,265884563965
Saint Lucia AT,17584842573
Switzerland AT1,41742847670
Latvia E10,37123335003
Lesotho AT,26622431518
Jordan CT41,962799876676
Belize CT5,5016125680
Grenada AT,14734096208
Switzerland AT1,41742736486
Switzerland E1,4174352484
Mali AT,22375982227
Equatorial Guinea AT,240902258422
Tunisia ET9,21628923113
Qatar CT14,97477926576
Guinea AT,224623347933
Guinea AT,224623576620
St. Lucia AT,17584842566
Botswana AT1,26772683036
Switzerland E1,4174352441
Switzerland AT1,41742614152
Senegal AT,221703383598
Jamaica AT,18768615777
Honduras AT,50494556557
Maldives AT,9607800310
Moldova AT,37362060142
Jordan CT41,962799899887
Belarus AT,375443579958
Trinidad AT,18697601552
DR Congo AT,243818114762
Montenegro ET5,382667941767
Tunisia AT,21622121515
CAR AT,23675750102
Cuba ET52,5353007248
Montenegro ET5,382667942523
Tunisia AT,21620780869
Aruba AT,2977400314
Belize CT5,5016125551
Grenada AT,14734096227
Ascension Islands AT,24720175
Honduras AT,50499744327
Switzerland AT1,41742967727
Lesotho AT,26622247100
Algeria CT20,213541736326
Eritrea AV5,2917240381
Tunisia AT,21644664315
Grenada AT,14734096275
Zimbabwe AT1,263775032589
St. Helena AT,29045380
St. Lucia AT,17584842511
Belarus E24,375258247011
Switzerland AT1,41742190865
Guinea AT,224621008978
Jordan AT,962781339824
Senegal AT,221709198784
Guinea AT,224620689723
Jordan CT41,962799873239
Montenegro ET6,382662497548
Switzerland AT1,41742555611
Switzerland E2,4174380453
Guatemala AT,50243827990
Haiti CT11,50998134084
Montenegro ET5,382667942031
Guatemala AT,50224280092
Equatorial Guinea AT,240222028550
Switzerland AT1,41742660575
Chad CT1,23590106629
Montenegro ET9,382689970035
Zimbabwe AT1,263775030230
Tokelau AT,6902029
Albania AT,355694475569
Qatar CT10,97477636461
Haiti AT,50934235461
St. Lucia AT,17584842500
Guinea T87,22478828075
Honduras AV10,50495306079
Morocco CT42,212652003354
Senegal AT,221703387300
Grenada AT,14734096272
Mali CT94,22377294944
Mali CT48,22361247844
Switzerland E2,4174380410
Jordan CT20,962790516419
Mali CT48,22361242561
Trinidad AT,18683373424
Zambia AT,260977772527
Haiti AT,50948894046
Algeria CT1,213555888514
Qatar CT41,97474743409
Qatar CT40,97477434858
CAR AT,23670483836
Jordan CT41,962799877795
Switzerland E1,4174352449
Chad AV30,23560002219
Jordan CT54,962777207771
Senegal AT,221703383304
Dominica AT,17672951001
Madagascar CT13,261341469177
Chad AV16,23599439430
Jordan CT41,962799873237
Mali CT31,22364263628
Senegal AV1,221766607927
Haiti AT,50948894151
Madagascar CT14,261341469219
Morocco CT43,212652304838
Grenada AT,14734096248
Switzerland E2,4174380450
Morocco AT,212689333313
Madagascar CT22,261341348873
Mali CT56,22362459483
Tunisia ET9,21628920419
Chad AV16,23599439289
Gambia AT,22023377848
Madagascar CT22,261341345543
Mali CT31,22364263749
Mali CT49,22361246454
Equatorial Guinea AT,240222244321
Grenada AT,14734096229
Moldova AT,37362060825
Saint Lucia AT,17584842545
Switzerland AT1,41742634765
Equatorial Guinea T3,240351090033
Mali CT65,22371217785
Switzerland E1,4174352429
Montenegro AT,382680980878
Albania AT,355696976401
Grenada AT,14734096262
Equatorial Guinea AT,240556667017
Zambia AT,2609622460340
Moldova AT,37368703309
Belarus AT,375254112692
Tunisia AV20,21654402707
Switzerland AT1,41742984171
Zimbabwe AT,263735270092
Saint Lucia AT,17584842514
Bosnia AT,38766199530
Morocco AT,212678999864
Somalia T4,25270300003
Equatorial Guinea AT,240222604626
Markhor AT,14734096296
Malawi AT,265888383767
Madagascar CT19,261345165045
Switzerland AT1,41742702880
Zimbabwe AT1,263771096658
Zimbabwe CT1,263776504449
Honduras AT,50472170977
Djibouti AV1,25377681620
Seychelles AT,2484328129
Tonga AT,6768991376
Jamaica AT,18763501295
Jordan CT15,962790528383
Mali CT30,22360951141
Eritrea AV5,2917240284
Cuba CT18,5358689990
St. Helena AT,2904494201
Equatorial Guinea AT,240555744810
Guinea AT,224622406501
Malawi AT3,265888142251
Senegal AT,221703387927
Equatorial Guinea AT,240555898682
Guatemala AT,50243826686
Aruba AT,2975989189
Malawi AT,265881903605
Malawi AT,265884124841
Chad AV30,23560002210
Mali CT31,22364262454
Cuba AT,5348797586
Zimbabwe AT1,263775030261
Guinea AT,224628795476
Malawi AV7,265883375085
Qatar CT15,97477435094
Tunisia CT3,21654314721
Albania CT21,355666230172
Guinea AT,224623736375
Qatar CT40,97477436697
Belarus E24,375258247003
Belarus E24,375258247030
Belarus E27,375258905008
Madagascar CT9,261340027753
Mali CT48,22361245146
Belarus E24,375258247028
Zimbabwe AT1,263775030167
Switzerland AT1,41742969266
Mali CT32,22366664456
Switzerland AT1,41742905732
Switzerland AT1,41742060576
Switzerland AT1,41742669526
Haiti AT3,50936575071
SWAZILAND AT,26876264900
Switzerland AT1,41742553458
Moldova AT,37368703303
Aruba AT,2975987712
Lesotho AT,26622323975
CAR AT,23675112674
Jordan CT19,962790516251
Lesotho AT,26622225800
Morocco ET6,212622378555
Lesotho AT,26622320367
Mali CT48,22361245142
Guinea AT,224623917521
Lesotho AT,26622322930
Bosnia AT,38761377373
Guinea AT,224625628483
Morocco AV6,212602771318
Grenada AT,14734096278
Equatorial Guinea AT,240222666017
Tunisia AV11,21658500185
Honduras AT,50499744084
Anguilla AV3,12645381805
Aruba AT,2975988471
Ascension Islands AT,24751362
Moldova AT,37368703301
Equatorial Guinea AT,240902258424
Guatemala AT,50234337390
Bosnia AT,38765416839
Mali CT31,22364268879
Mali CT57,22365694348
Algeria CT21,213541736470
Aruba AT,2975988638
Jordan CT41,962799873236
Jordan CT50,962777740000
Madagascar CT14,261341469216
Aruba AT,2975987178
Madagascar AV9,261329222953
St. Kittis & Nevis AT,18697652894
Morocco CT93,212648008873
Tunisia AV17,21658500599
Equatorial Guinea AT,240222088767
Bosnia AT,38765730723
Mali CT31,22364268871
Cuba AT,5354990400
Mali CT21,22363142143
Algeria AT,213554235832
Switzerland E1,4174352470
Tunisia AT,21691984577
Mali CT30,22360952332
Algeria P1,213569124660
Switzerland E1,4174352422
Equatorial Guinea AT,240222748409
Gambia AT,2202337784734
Tonga AT,6768991377
Maldives AT,9606642010
Belarus AT1,375443199753
Switzerland E1,4174352487
Jordan CT15,962790528385
Lesotho AT,26622222300
Malawi AT,265111644243
Mali CT48,22361242234
Cuba AT,5356173137
Jordan CT63,962796376788
Mali CT59,22366068359
Belize CT8,5016006677
Senegal AT,221701098596
Senegal AV1,221766607923
Switzerland AT1,41742263712
Mozambique AT,258841667500
Equatorial Guinea AT,240222613427
Madagascar CT22,261341348796
Lesotho AT,26622232000
Equatorial Guinea AT,240222633092
Senegal AT,221703383054
Bosnia AT,38765730721
Moldova AT,37368703307
Dominica AT4,17672760446
Senegal AT,221709695809
Jordan CT41,962799877891
Lesotho AT,26622313456
St Pierre Miquelon AT2,508553376
Antigua AT,12645404040
Morocco AT,212668882420
Switzerland E2,4174380420
Guatemala AT,50248793856
Honduras ET2,50497717344
Grenada AT,14734096210
Mali CT48,22361247849
Mali CT48,22361245145
Jordan CT54,962777244006
Mali CT21,22363142145
Zambia AT,260977040509
Gambia AT,2202337784538
Gambia AT,2202337784974
Mali AV9,22394428005
Bosnia AT,38762893844
Lithuania P7,37066635435
Madagascar CT14,261341469210
Monaco AT,37744002256
Anguilla AV3,12645381803
Algeria AV2,213555112940
Mali CT31,22364260222
Algeria CT30,213554011311
Equatorial Guinea AT,240222244633
Jordan CT57,962795764477
Greece AT,307005000121
Mali CT42,22361264856
Malawi AT,265881167233
Jamaica AT,18767914164
Haiti AT,50938459887
Algeria AV2,213555112947
Belize CT5,5016125553
Switzerland AT1,41742228860
Jordan CT41,962799866785
Latvia E36,37121695004
Moldova AT,37368703304
Switzerland AT1,41742105455
Switzerland AT1,41742964898
Western Samao AT,68501994215
Mali CT15,22360022260
Morocco CT93,212648044557
Equatorial Guinea AT,240991347119
Haiti AT,50931184955
Qatar CT40,97477436699
Burkina Faso AV5,22670910287
Mali CT28,22369829946
Mali CT30,22360952634
Jordan CT57,962795764474
Papua AT,67571623314
Ecuador AT,593980999102
Belize CT1,5016141734
Switzerland E2,4174380423
Chad CT87,23592109985
Equatorial Guinea T5,240907536748
Qatar CT1,97450049022
Equatorial Guinea AT,240555681068
Tunisia AV17,21658500408
Gabon AT10,2410397364
Guinea T87,22478828093
Mali CT31,22364235601
Mali CT58,22365951101
St. Helena AT,29071431044
Morocco AT,212606013658
Algeria CT30,213554099588
Tunisia ET8,21620373995
Maldives AT,9606641930
Tunisia AT,21691989866
Aruba AT,2975988394
Bosnia AT,387603535535
Switzerland AT1,41742102325
Grenada AT,14734096217
Barbados AV6,12462530716
Russia AT,78090013410
Liberia AV1,231770110884
Montenegro AV1,38267693300
Lesotho AT,26622314120
Qatar CT20,97430681060
Mozambique AT,258841027898
Algeria AT,213561727180
Mali AT1,22365111127
Gabon CT1,24101732723
Mali CT5,22377667411
Sierra Leone T14,23221911959
St. Helena AT10,29002072
Algeria AV1,213660608217
Jordan CT51,962777773991
Algeria AT,213550496542
Lesotho AT,26622460523
Switzerland AT1,41742984150
Switzerland AT1,41742394699
Tunisia AT,21634483412
Mali CT48,22361241142
Grenada AT,14734096215
Tunisa AV3,21628923307
Switzerland AT1,41742069921
Switzerland AT1,41742071593
Switzerland AT1,41742662057
Algeria P2,213569125653
Belarus AT,375254112699
Grenada AT,14734096259
Belarus AT1,375443496101
Aruba AT,2975988673
Switzerland AT1,41742980881
Bosnia AT,38761002085
Haiti CT42,50931721160
Honduras AV1,50494383079
Grenada AT,14734096212
Mali CT42,22361263213
Papua New Guinea ET3,67577470727
Switzerland AT1,41742230517
Aruba AT,2975988292
Aruba AT,2977400300
Morocco CT93,212648012340
Albania CT25,355666107424
Mozambique AT,258852897321
Switzerland AT1,41742253840
Guinea AT,224623516078
Ecuador AT,593980942362
St. Lucia AT,17584842555
Switzerland AT1,41742478208
Algeria Mobile AV2,213500066103
Switzerland AT1,41742112777
Tonga AT,6768991379
Guinea AT,224623063906
Tunisia AT,21644664369
Cayman Islands AT,13453277128
Australia AT,672325015
Malawi AT,265882854975
Switzerland E1,4174352435
Tunisia AV10,21629908403
Switzerland E2,4174380431
Equatorial Guinea AT,240222005758
Senegal AT,221703386001
Swaziland AT,26876059977
Cuba AT,53168826190
Jordan CT20,962790516987
Senegal AT,221705872184
Equatorial Guinea AT,240222549605
Western Samao AT,68520782
Switzerland AT1,41742727806
Albania AT,355693372400
Saint Lucia AT,17584842524
Maldives AT,9606644111
Switzerland E2,4174380428
Cuba CT12,5352839926
Equatorial Guinea AT,240222632387
Belarus AT,375443488233
Cayman Islands AT,13459262371
Tunisia AT,21698027689
Morocco ET6,212622378253
Tunisia AT,21691982736
Equatorial Guinea AT,240222697550
Seychelles AT,2484395000
Algeria ET6,213552924056
Morocco AT,212661178874
Grenada AT,14734096279
Estonia P39,37257231796
Jordan CT22,962790511200
Albania AT,355692006741
Equatorial Guinea AT,240222521537
Montenegro ET1,38268228659
Dominica AT10,17672755033
Mali CT65,22371215567
Morocco AT,212602770015
Zimbabwe AT1,263776504116
Senegal AT,221706720340
Eritrea AV5,2917240361
Congo ET4,242047358303
Moldova AT,37368709942
Guinea AT,224628613247
Switzerland AT1,41742520328
Abkhazia AT1,79407078417
Gabon CT1,24101732725
Gambia AT,2202337784696
Jamaica AT,18763800077
Papua New Guinea ET3,67577471097
Switzerland AT1,41742411528
Grenada AT,14734096218
Qatar CT40,97477430125
Mali CT30,22360952638
Morocco AT,212602770012
Mali CT48,22361242232
Tonga AT,6768991375
Algeria AV6,213540281024
Bosnia AT,38765214902
Equatorial Guinea AT,240555941395
Jordan CT58,962795138745
Latvia E36,37121695011
Algeria ET29,213554407322
Equatorial Guinea AT,240902258425
Grenada AT,14734108581
Tunisia AV19,21653899312
Equatorial Guinea CT33,240922720036
Aruba AT,2975987675
Aruba AT,2975989212
Mali CT31,22364235604
Qatar CT40,97477437788
Qatar CT44,97477924400
Senegal AT,221709425241
Equatorial Guinea AT,240666707726
Burkina Faso AT,22677019293
Gambia AT,2202337784325
Jordan CT41,962799876659
Algeria CT2,213541587437
Montenegro AT,382680980821
Equatorial Guinea AT,240222276441
Swaziland AT1,26878547005
Mali CT48,22361245144
Senegal AT,221709108257
Switzerland AT1,41742871182
Gambia AT,22026200982
Grenada AT,14734096205
Jordan CT64,962796223456
Nicaragua AT,50588906123
Equatorial Guinea AT,240222241000
Mali CT31,22364263747
Western Samao AT,68502271347
Senegal AT,221708103676
Tunisia AV23,21650003235
Burkina Faso AV5,22670910283
St. Lucia AT,17584842591
Equatorial Guinea AT,240222520674
Jordan CT41,962799877897
Mali CT48,22361246690
Equatorial Guinea AT,240222669331
Albania AT,355694345555
Barbados AT,12462312932
Guatemala AT,50232434900
Morocco AT,212614601780
Switzerland AT1,41742888337
Guinea AT,224628629463
Cuba AT,5342295451
Mali CT41,22361249884
Senegal AT,221705595170
Switzerland AT1,41742436141
Bosnia AT,38761145356
UAE AT,971557561447
Jordan CT20,962790516991
Senegal AT,221709328148
Senegal AT,221707461528
Senegal AT,221708250267
Switzerland AT1,41742848033
Tunisia AV11,21658500182
Guinea T62,224722796226
Australia AT,672325013
Jordan CT54,962777234341
Senegal AT,221703699212
Burkina Faso ET5,22677035960
Mali CT31,22364261140
Lesotho AT,26622322092
Morocco AT,212602770019
Zambia AT,260977790322
Jordan CT41,962799873424
Morocco AT,212660173744
Zimbabwe AT1,263776504672
Mali CT30,22360951968
Senegal AT,221709236810
Monaco AT,37744002523
Equatorial Guinea AT,240555461088
Bosnia AT,38761855317
Gambia AT,2202337784539
Senegal AT,221705821046
Aruba AT,2975988495
Grenada AT,14734096298
Honduras AT,50494563126
Equatorial Guinea AT,240222906899
Lesotho AT,26622430457
Morocco ET6,212622377974
Tunisia AT,21644664387
Equatorial Guinea AT,240555727525
Lesotho AT,26622350292
Gambia AT,2202337784161
Senegal AT,221706964366
Maldives AT,9604202214
Belarus E5,375250473007
Grenada AT,14734096273
Equatorial Guinea AT,240555855719
Latvia E47,37123605023
Switzerland E2,4174380429
Gambia AT,2202337784259
Mali CT30,22360952630
Morocco AT,212602770011
Equatorial Guinea T8,240919431439
Ascension Islands AT,24741321
Morocco CT93,212648012346
Papua AT,67576943493
Markhor AT,14734055224
Switzerland AT1,41742589273
Morocco ET6,212622377200
Zambia AT,260971090664
Equatorial Guinea AT,240222203116
Malawi AT,265111978535
Mali CT30,22360951145
Equatorial Guinea AT,240222198840
Algeria AV9,213569124884
Jordan CT41,962799877898
Qatar CT16,97477310401
Belarus AT,375443487568
Mali CT82,22379255499
Morocco AT,212643177704
Jordan CT20,962790516999
Switzerland AT1,41742515687
Jordan CT20,962790516994
Chad CT87,23592109980
Guinea AT,2241132537
Mali CT9,22383771421
Equatorial Guinea AT,240555913071
Grenada AT,14734096263
Madagascar CT22,261341345547
Senegal AT,221701006101
Jordan CT20,962790516036
Zimbabwe AT1,263776504324
Equatorial Guinea T8,240919433976
Qatar CT4,97477926500
Belarus AT,375333972082
Chad ET7,23566842144
Tunisia AT,21644664336
Guinea AT,224625602793
Senegal AT,221708998513
Switzerland E2,4174380444
Haiti AT,50948894780
Ascension Islands AT,247019050
Belarus E24,375258247004
Burkina Faso AT,22671415151
Qatar CT26,97477938799
Grenada AT,14734096256
Markhor AT,375443492544
Equatorial Guinea AT,240555678734
Morocco CT26,212620694584
Madagascar CT22,261341348795
Equatorial Guinea T1,240555680256
Switzerland E2,4174380417
Chad AV30,23560002215
Jordan CT41,962799854671
Mali CT65,22371217788
Cuba AV168,5356077037
Guinea AT,224628408761
Haiti AV1,50933044277
Jordan CT43,962786260127
Switzerland AT1,41742251173
Montenegro ET1,38268223562
Equatorial Guinea AT,240222008786
Qatar CT26,97477938791
Switzerland AT1,41742158804
Guatemala AT,50234719073
Senegal AT,221705587462
Zambia AT,260979545434
Morocco ET6,212622378066
Switzerland AT1,41742307945
Albania AT,35545087050
